Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,11/22/2023,"Online Transfer to SAV ...8306 transaction#: 19081984271 11/22",-90.00,ACCT_XFER,1778.84,,
DEBIT,11/21/2023,"WHP-RIZZO'S PIZZA CHANDLER AZ                11/21",-8.48,DEBIT_CARD,1868.84,,
DEBIT,11/21/2023,"THE VAPE LAB 1 CHANDLER AZ                   11/20",-17.24,DEBIT_CARD,1877.32,,
DEBIT,11/21/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         11/20",-25.00,DEBIT_CARD,1894.56,,
DEBIT,11/21/2023,"GRUBHUBOUTBACKSTEAKHO GRUBHUB.COM NY         11/21",-53.24,DEBIT_CARD,1919.56,,
DEBIT,11/20/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,1972.80,,
DEBIT,11/20/2023,"NON-CHASE ATM WITHDRAW               359176  11/205040 WEST",-103.00,ATM,1975.80,,
DEBIT,11/20/2023,"APPLE.COM/BILL 866-712-7753 CA               11/19",-20.47,DEBIT_CARD,2078.80,,
DEBIT,11/20/2023,"Autosave General Saving 11472987567",-830.00,ACCT_XFER,2099.27,,
DEBIT,11/20/2023,"MAJESTIC CHANDLER 9 ALO CHANDLER AZ          11/19",-81.71,DEBIT_CARD,2929.27,,
DEBIT,11/20/2023,"MAJESTIC CHANDLER 9 B&M CHANDLER AZ          11/18",-25.34,DEBIT_CARD,3010.98,,
DEBIT,11/20/2023,"SHELL OIL 57442011003 SUN LAKES AZ           11/18",-18.16,DEBIT_CARD,3036.32,,
DEBIT,11/20/2023,"CHANDLER SMOKE AND CIGA CHANDLER AZ          11/18",-75.42,DEBIT_CARD,3054.48,,
DEBIT,11/20/2023,"QT 427 CHANDLER AZ                           11/18",-39.88,DEBIT_CARD,3129.90,,
DEBIT,11/20/2023,"QT 427 CHANDLER AZ                           11/18",-13.44,DEBIT_CARD,3169.78,,
DEBIT,11/20/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        11/18",-56.21,DEBIT_CARD,3183.22,,
DEBIT,11/17/2023,"DJs Smoke Shop 2 Chandler AZ         486822  11/17",-24.88,DEBIT_CARD,3239.43,,
DEBIT,11/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           11/17",-74.88,DEBIT_CARD,3264.31,,
CREDIT,11/17/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111101",2897.79,ACH_CREDIT,3339.19,,
DEBIT,11/16/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,441.40,,
DEBIT,11/16/2023,"APPLE.COM/BILL 866-712-7753 CA               11/16",-3.22,DEBIT_CARD,454.35,,
DEBIT,11/16/2023,"READYREFRESH/WATERSER 800-274-5282 CA        11/16",20.00,DEBIT_CARD,457.57,,
DEBIT,11/15/2023,"IC* INSTACART 888-246-7822 CA                11/15",-44.82,DEBIT_CARD,437.57,,
DEBIT,11/15/2023,"RF *CARING FOR FAMIL 575-640-4329 AZ         11/14",-28.25,DEBIT_CARD,482.39,,
DEBIT,11/15/2023,"THE VAPE LAB 1 CHANDLER AZ                   11/14",-38.79,DEBIT_CARD,510.64,,
DEBIT,11/14/2023,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/12WRECKED A",-2.65,FEE_TRANSACTION,549.43,,
DEBIT,11/14/2023,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-311.47,ACH_DEBIT,552.08,,
DEBIT,11/14/2023,"MCDONALD'S F11680 GILA BEND AZ               11/13",-27.00,DEBIT_CARD,863.55,,
DEBIT,11/14/2023,"WRECKED AT REEF 7 PTO PENASCO S              11/12 MX Nu Peso 1555.00 X 0.05682315 (EXCHG RTE)",-88.36,DEBIT_CARD,890.55,,
DEBIT,11/13/2023,"Payment to Chase card ending in 9901 11/13",-995.78,LOAN_PMT,978.91,,
DEBIT,11/13/2023,"Rocket Money     Premium    ST-T2T8Z0P7W3S2 CCD ID: 4270465600",-8.00,MISC_DEBIT,1974.69,,
DEBIT,11/13/2023,"SNP*ROCKYPOINTME CIUDAD DE MEX               11/12",-26.96,DEBIT_CARD,1982.69,,
DEBIT,11/13/2023,"NETFLIX.COM NETFLIX.COM CA                   11/12",-7.54,DEBIT_CARD,2009.65,,
DEBIT,11/13/2023,"Nintendo CD1087348346 800-2553700 WA         11/11",-4.30,DEBIT_CARD,2017.19,,
DEBIT,11/13/2023,"CIRCLE K # 03479 GILA BEND AZ                11/10",-9.51,DEBIT_CARD,2021.49,,
DEBIT,11/13/2023,"INTERNATIONAL INSURAN 928-214-9750 AZ        11/10",-85.95,DEBIT_CARD,2031.00,,
DEBIT,11/13/2023,"MCDONALD'S F24901 SUN LAKES AZ               11/10",-24.20,DEBIT_CARD,2116.95,,
DEBIT,11/13/2023,"VITAL4MEN CHANDLER AZ                        11/09",-87.00,DEBIT_CARD,2141.15,,
CREDIT,11/13/2023,"Online Transfer from SAV ...8306 transaction#: 18996035997",600.00,ACCT_XFER,2228.15,,
DEBIT,11/10/2023,"GASTRAK OF LUKE LUKEVILLE AZ                 11/10",-25.82,DEBIT_CARD,1628.15,,
DEBIT,11/09/2023,"KOHLS 0619 1430 S ARIZ CHANDLER AZ   955664  11/09",-66.83,DEBIT_CARD,1653.97,,
DEBIT,11/09/2023,"Microsoft G032526174 701-2817490 WA          11/09",-12.93,DEBIT_CARD,1720.80,,
DEBIT,11/09/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        11/09",-10.55,DEBIT_CARD,1733.73,,
DEBIT,11/09/2023,"CVS/PHARMACY #00193 800-746-7287 AZ          11/08",-10.00,DEBIT_CARD,1744.28,,
DEBIT,11/09/2023,"THE VAPE LAB 1 CHANDLER AZ                   11/08",-49.57,DEBIT_CARD,1754.28,,
DEBIT,11/09/2023,"SHELL OIL 57442011003 SUN LAKES AZ           11/08",-11.99,DEBIT_CARD,1803.85,,
DEBIT,11/08/2023,"SHELL SERVICE STATION SUN LAKES AZ   674523  11/08",-46.49,DEBIT_CARD,1815.84,,
DEBIT,11/08/2023,"ORBITEL COMMUNICATION 520-568-8890 AZ        11/07",-49.95,DEBIT_CARD,1862.33,,
DEBIT,11/07/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         11/06",-50.00,DEBIT_CARD,1912.28,,
DEBIT,11/06/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-16.28,ACH_DEBIT,1962.28,,
DEBIT,11/06/2023,"PAYPAL           INST XFER  NOOTROPICSD     WEB ID: PAYPALSI77",-75.03,ACH_DEBIT,1978.56,,
DEBIT,11/06/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-166.00,ACH_DEBIT,2053.59,,
DEBIT,11/06/2023,"Payment to Chase card ending in 9901 11/06",-460.30,LOAN_PMT,2219.59,,
DEBIT,11/06/2023,"IC* INSTACART 888-2467822 CA                 11/05",-99.66,DEBIT_CARD,2679.89,,
DEBIT,11/06/2023,"APPLE.COM/BILL 866-712-7753 CA               11/06",-6.46,DEBIT_CARD,2779.55,,
DEBIT,11/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        11/05",-61.33,DEBIT_CARD,2786.01,,
DEBIT,11/06/2023,"RAISING CANES 0738 CHANDLER AZ               11/04",-18.64,DEBIT_CARD,2847.34,,
DEBIT,11/06/2023,"Autosave General Saving 11467788902",-830.00,ACCT_XFER,2865.98,,
DEBIT,11/06/2023,"JOLIES PLACE CHANDLER AZ                     11/03",-79.38,DEBIT_CARD,3695.98,,
DEBIT,11/06/2023,"JOLIES PLACE CHANDLER AZ                     11/03",-8.75,DEBIT_CARD,3775.36,,
DEBIT,11/06/2023,"JOLIES PLACE CHANDLER AZ                     11/03",-6.00,DEBIT_CARD,3784.11,,
DEBIT,11/06/2023,"TACO BELL 037573 CHANDLER AZ                 11/03",-14.00,DEBIT_CARD,3790.11,,
DEBIT,11/06/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           11/03",-47.76,DEBIT_CARD,3804.11,,
CREDIT,11/03/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.80,ACH_CREDIT,3851.87,,
DEBIT,11/02/2023,"VENMO            PAYMENT    1030355363313   WEB ID: 3264681992",-15.00,ACH_DEBIT,954.07,,
DEBIT,11/01/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         10/31",-25.00,DEBIT_CARD,969.07,,
DEBIT,11/01/2023,"CALENDLY HTTPSCALENDLY GA                    10/31",-10.71,DEBIT_CARD,994.07,,
DEBIT,10/31/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,1004.78,,
DEBIT,10/31/2023,"NON-CHASE ATM WITHDRAW               817035  10/311077 SOUT",-103.00,ATM,1007.78,,
DEBIT,10/31/2023,"APPLE.COM/BILL 866-712-7753 CA               10/30",-21.55,DEBIT_CARD,1110.78,,
DEBIT,10/30/2023,"STT ENT.         IAT PAYPAL 1030244849434   WEB ID: 770510487C",-39.97,ACH_DEBIT,1132.33,,
DEBIT,10/30/2023,"PAYPAL           INST XFER  OPENEDUCATI     WEB ID: PAYPALSI77",-49.00,ACH_DEBIT,1172.30,,
DEBIT,10/30/2023,"JOLIES PLACE CHANDLER AZ                     10/29",-155.90,DEBIT_CARD,1221.30,,
DEBIT,10/30/2023,"THE BAR GILBERT AZ                           10/28",-38.24,DEBIT_CARD,1377.20,,
DEBIT,10/30/2023,"THE BAR GILBERT AZ                           10/28",-44.26,DEBIT_CARD,1415.44,,
DEBIT,10/30/2023,"EB GILBERT HALLOWEEN 8014137200 CA           10/29",-61.94,DEBIT_CARD,1459.70,,
DEBIT,10/30/2023,"METAPAY*Jessica Pugh pay.fb.com CA           10/28",-30.00,DEBIT_CARD,1521.64,,
DEBIT,10/30/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,1551.64,,
DEBIT,10/30/2023,"APPLE.COM/BILL 866-712-7753 CA               10/28",-16.16,DEBIT_CARD,1703.85,,
DEBIT,10/30/2023,"JACK IN THE BOX 1548 CHANDLER AZ             10/28",-28.61,DEBIT_CARD,1720.01,,
DEBIT,10/30/2023,"THE VAPE LAB 1 CHANDLER AZ                   10/27",-49.57,DEBIT_CARD,1748.62,,
DEBIT,10/26/2023,"UBR POSTMATES HELP.UBER.COM CA               10/26",-25.56,DEBIT_CARD,1798.19,,
DEBIT,10/25/2023,"METAPAY*Danie Griffin pay.fb.com CA          10/24",-380.00,DEBIT_CARD,1823.75,,
DEBIT,10/23/2023,"GEICO  *AUTO 800-841-3000 DC                 10/23",-118.19,DEBIT_CARD,2203.75,,
DEBIT,10/23/2023,"Spirit Halloween 60192 Chandler AZ   290735  10/21",-43.11,DEBIT_CARD,2321.94,,
DEBIT,10/23/2023,"Autosave General Saving 11462263890",-830.00,ACCT_XFER,2365.05,,
DEBIT,10/23/2023,"JACK IN THE BOX 1195 CHANDLER AZ             10/20",-25.37,DEBIT_CARD,3195.05,,
DEBIT,10/23/2023,"JOLIES PLACE CHANDLER AZ                     10/20",-49.62,DEBIT_CARD,3220.42,,
DEBIT,10/23/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           10/20",-40.17,DEBIT_CARD,3270.04,,
DEBIT,10/20/2023,"N.G.C.A TECHNOLO IAT PAYPAL 1030111345656   WEB ID: 770510487C",-59.99,ACH_DEBIT,3310.21,,
DEBIT,10/20/2023,"SHELL OIL 57442011003 SUN LAKES AZ           10/19",-27.40,DEBIT_CARD,3370.20,,
CREDIT,10/20/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.79,ACH_CREDIT,3397.60,,
DEBIT,10/19/2023,"APPLE.COM/BILL 866-712-7753 CA               10/19",-20.47,DEBIT_CARD,499.81,,
DEBIT,10/19/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          10/18",-53.65,DEBIT_CARD,520.28,,
DEBIT,10/19/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        10/18",-56.21,DEBIT_CARD,573.93,,
DEBIT,10/18/2023,"Amazon Prime*TD3N773 Amzn.com/bill WA        10/18",-16.08,DEBIT_CARD,630.14,,
DEBIT,10/18/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         10/17",-25.00,DEBIT_CARD,646.22,,
DEBIT,10/18/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           10/17",-9.76,DEBIT_CARD,671.22,,
DEBIT,10/17/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,680.98,,
DEBIT,10/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           10/17",-75.72,DEBIT_CARD,693.93,,
DEBIT,10/17/2023,"SHELL OIL 57442011003 SUN LAKES AZ           10/16",-10.11,DEBIT_CARD,769.65,,
DEBIT,10/16/2023,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-54.28,ACH_DEBIT,779.76,,
DEBIT,10/16/2023,"BASHAS' #043 SUN LAKES AZ            722409  10/15",-17.78,DEBIT_CARD,834.04,,
DEBIT,10/16/2023,"CIRCLE K 03377 3010 S CHANDLER AZ            10/14",-33.73,DEBIT_CARD,851.82,,
DEBIT,10/16/2023,"JOLIES PLACE CHANDLER AZ                     10/13",-64.86,DEBIT_CARD,885.55,,
DEBIT,10/16/2023,"RAISING CANES 0738 CHANDLER AZ               10/13",-19.06,DEBIT_CARD,950.41,,
DEBIT,10/16/2023,"JOLIES PLACE CHANDLER AZ                     10/13",-8.00,DEBIT_CARD,969.47,,
DEBIT,10/16/2023,"THE VAPE LAB 1 CHANDLER AZ                   10/13",-38.79,DEBIT_CARD,977.47,,
DEBIT,10/16/2023,"MCDONALD'S F18584 CHANDLER AZ                10/13",-11.88,DEBIT_CARD,1016.26,,
DEBIT,10/16/2023,"APPLE.COM/BILL 866-712-7753 CA               10/13",-3.22,DEBIT_CARD,1028.14,,
CREDIT,10/16/2023,"eBay ComBPE4SZTR PAYMENTS   NM1UMTTSUKJA86E CCD ID: 1618206000",16.36,ACH_CREDIT,1031.36,,
CREDIT,10/16/2023,"eBay Com5JIXLXYR PAYMENTS   UTCKYBTPAKRSQ6D CCD ID: 1618206000",39.06,ACH_CREDIT,1015.00,,
DEBIT,10/13/2023,"Rocket Money     Premium    ST-L8H4P1R8G2P7 CCD ID: 1800948598",-8.00,MISC_DEBIT,975.94,,
DEBIT,10/13/2023,"VITAL4MEN CHANDLER AZ                        10/11",-42.00,DEBIT_CARD,983.94,,
DEBIT,10/13/2023,"VITAL4MEN CHANDLER AZ                        10/11",-45.00,DEBIT_CARD,1025.94,,
CREDIT,10/13/2023,"Online Transfer from SAV ...8306 transaction#: 18718348657",400.00,ACCT_XFER,1070.94,,
DEBIT,10/12/2023,"Netflix 1 8445052993 CA                      10/12",-7.54,DEBIT_CARD,670.94,,
DEBIT,10/12/2023,"MINDBLOOM HTTPSWWW.MIND FL                   10/12",-386.00,DEBIT_CARD,678.48,,
DEBIT,10/12/2023,"Nintendo CD1069484577 800-2553700 WA         10/12",-4.30,DEBIT_CARD,1064.48,,
DEBIT,10/12/2023,"VAPE LAND CHANDLER AZ                        10/11",-24.90,DEBIT_CARD,1068.78,,
DEBIT,10/11/2023,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-311.47,ACH_DEBIT,1093.68,,
DEBIT,10/11/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         10/10",-50.00,DEBIT_CARD,1405.15,,
DEBIT,10/10/2023,"AUTODS LTD       IAT PAYPAL 1029906402891   WEB ID: 770510487C",-52.63,ACH_DEBIT,1455.15,,
DEBIT,10/10/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          10/09",-10.00,DEBIT_CARD,1507.78,,
DEBIT,10/10/2023,"Payment to Chase card ending in 9901 10/10",-1087.20,LOAN_PMT,1517.78,,
DEBIT,10/10/2023,"Microsoft G030625486 701-2817490 WA          10/09",-24.73,DEBIT_CARD,2604.98,,
DEBIT,10/10/2023,"BURGER KING #9732 SUN LAKES AZ               10/08",-10.48,DEBIT_CARD,2629.71,,
DEBIT,10/10/2023,"ORBITEL COMMUNICATION 520-568-8890 AZ        10/08",-49.95,DEBIT_CARD,2640.19,,
DEBIT,10/10/2023,"QT 1402 INSIDE PHOENIX AZ                    10/07",-2.99,DEBIT_CARD,2690.14,,
DEBIT,10/10/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        10/08",-10.55,DEBIT_CARD,2693.13,,
DEBIT,10/10/2023,"THE VAPE LAB 1 CHANDLER AZ                   10/07",-38.79,DEBIT_CARD,2703.68,,
DEBIT,10/10/2023,"Autosave General Saving 11457134366",-830.00,ACCT_XFER,2742.47,,
DEBIT,10/10/2023,"GRUBHUBITSJUSTWINGS GRUBHUB.COM NY           10/06",-15.12,DEBIT_CARD,3572.47,,
DEBIT,10/06/2023,"CIRCLE K # 03388 SAN TAN VALLE AZ            10/05",-55.16,DEBIT_CARD,3587.59,,
DEBIT,10/06/2023,"APPLE.COM/BILL 866-712-7753 CA               10/06",-6.46,DEBIT_CARD,3642.75,,
DEBIT,10/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        10/05",-61.33,DEBIT_CARD,3649.21,,
CREDIT,10/06/2023,"eBay ComWGHRJ8W2 PAYMENTS   KYRQLVSVU5QKY6K CCD ID: 1618206000",11.05,ACH_CREDIT,3710.54,,
CREDIT,10/06/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.79,ACH_CREDIT,3699.49,,
DEBIT,10/05/2023,"METAPAY*Jessica Pugh pay.fb.com CA           10/04",-30.00,DEBIT_CARD,801.70,,
DEBIT,10/04/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-16.28,ACH_DEBIT,831.70,,
DEBIT,10/04/2023,"AMERICAN EXPRESS ACH PMT    M8794           WEB ID: 2005032111",-4.32,ACH_DEBIT,847.98,,
DEBIT,10/04/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-172.00,ACH_DEBIT,852.30,,
DEBIT,10/04/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         10/03",-25.00,DEBIT_CARD,1024.30,,
DEBIT,10/04/2023,"VITAL4MEN CHANDLER AZ                        10/02",-45.00,DEBIT_CARD,1049.30,,
CREDIT,10/04/2023,"Online Transfer from SAV ...8306 transaction#: 18627752858",250.00,ACCT_XFER,1094.30,,
DEBIT,10/03/2023,"AUTODS LTD       IAT PAYPAL 1029766531126   WEB ID: 770510487C",-53.80,ACH_DEBIT,844.30,,
DEBIT,10/03/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          10/02",-12.02,DEBIT_CARD,898.10,,
DEBIT,10/03/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         10/02",-50.00,DEBIT_CARD,910.12,,
CREDIT,10/03/2023,"eBay Com3G3JKTXC PAYMENTS   AEMLXBSDWLY0D63 CCD ID: 1618206000",33.20,ACH_CREDIT,960.12,,
DEBIT,10/02/2023,"LOVE'S #0722 INSIDE MAYER AZ         129935  10/01",-20.83,DEBIT_CARD,926.92,,
DEBIT,10/02/2023,"APPLE.COM/BILL 866-712-7753 CA               10/02",-21.55,DEBIT_CARD,947.75,,
DEBIT,10/02/2023,"METAPAY*Jessica Pugh pay.fb.com CA           09/30",-72.50,DEBIT_CARD,969.30,,
DEBIT,10/02/2023,"SEDONA LIQUORS SEDONA AZ                     09/30",-43.46,DEBIT_CARD,1041.80,,
DEBIT,10/02/2023,"POCO DIABLO RESORT SEDONA AZ                 10/01",-402.47,DEBIT_CARD,1085.26,,
DEBIT,10/02/2023,"SEDONA FUDGE CO SEDONA AZ                    09/30",-13.63,DEBIT_CARD,1487.73,,
DEBIT,10/02/2023,"CIRCLE K 01389 6051 HW SEDONA AZ             09/30",-10.27,DEBIT_CARD,1501.36,,
DEBIT,10/02/2023,"SQ *FAMOUS PIZZA & BEER Sedona AZ            09/30",-9.24,DEBIT_CARD,1511.63,,
DEBIT,10/02/2023,"CALENDLY HTTPSCALENDLY GA                    09/30",-10.71,DEBIT_CARD,1520.87,,
DEBIT,10/02/2023,"BROMAX, L.L.C. GLENDALE AZ           865746  09/30",-47.93,DEBIT_CARD,1531.58,,
DEBIT,10/02/2023,"CHEVRON 0209456 GLENDALE AZ                  09/30",-15.98,DEBIT_CARD,1579.51,,
DEBIT,10/02/2023,"MCDONALD'S F18584 CHANDLER AZ                09/30",-22.65,DEBIT_CARD,1595.49,,
CREDIT,10/02/2023,"eBay ComUX6ZWAQK PAYMENTS   B6KZ1PYRZ6W0D66 CCD ID: 1618206000",17.93,ACH_CREDIT,1618.14,,
DEBIT,10/02/2023,"METAPAY*Danie Griffin pay.fb.com CA          10/01",380.00,DEBIT_CARD,1600.21,,
DEBIT,09/28/2023,"AUTODS LTD       IAT PAYPAL 1029666799833   WEB ID: 770510487C",-3.33,ACH_DEBIT,1220.21,,
DEBIT,09/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,1223.54,,
DEBIT,09/27/2023,"STT ENT.         IAT PAYPAL 1029653125734   WEB ID: 770510487C",-39.97,ACH_DEBIT,1375.75,,
DEBIT,09/27/2023,"AUTODS LTD       IAT PAYPAL 1029648961899   WEB ID: 770510487C",-52.63,ACH_DEBIT,1415.72,,
DEBIT,09/27/2023,"Payment to Chase card ending in 9901 09/27",-436.06,LOAN_PMT,1468.35,,
DEBIT,09/27/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         09/26",-25.00,DEBIT_CARD,1904.41,,
DEBIT,09/26/2023,"METAPAY*Jessica Pugh pay.fb.com CA           09/25",-100.00,DEBIT_CARD,1929.41,,
DEBIT,09/26/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  159636  09/25",100.00,DEBIT_CARD,2029.41,,
DEBIT,09/25/2023,"WENDY'S 12524 MARICOPA AZ                    09/24",-14.74,DEBIT_CARD,1929.41,,
DEBIT,09/25/2023,"METAPAY*Danie Griffin pay.fb.com CA          09/24",-380.00,DEBIT_CARD,1944.15,,
DEBIT,09/25/2023,"APPLE.COM/BILL 866-712-7753 CA               09/24",-46.32,DEBIT_CARD,2324.15,,
DEBIT,09/25/2023,"BARROS PIZZA - E RIGGS CHANDLER AZ           09/24",-79.53,DEBIT_CARD,2370.47,,
DEBIT,09/25/2023,"GEICO  *AUTO 800-841-3000 DC                 09/23",-112.63,DEBIT_CARD,2450.00,,
DEBIT,09/25/2023,"Autosave General Saving 11451542347",-830.00,ACCT_XFER,2562.63,,
DEBIT,09/25/2023,"JOLIES PLACE CHANDLER AZ                     09/22",-87.72,DEBIT_CARD,3392.63,,
DEBIT,09/25/2023,"JOLIES PLACE CHANDLER AZ                     09/22",-9.75,DEBIT_CARD,3480.35,,
DEBIT,09/25/2023,"TACO BELL 037538 CHANDLER AZ                 09/22",-9.27,DEBIT_CARD,3490.10,,
DEBIT,09/25/2023,"THE VAPE LAB 1 CHANDLER AZ                   09/22",-35.96,DEBIT_CARD,3499.37,,
CREDIT,09/25/2023,"eBay ComAUXYUGRF PAYMENTS   JPTXOMSTU33SS6A CCD ID: 1618206000",19.91,ACH_CREDIT,3535.33,,
DEBIT,09/22/2023,"APPLE.COM/BILL 866-712-7753 CA               09/22",-29.07,DEBIT_CARD,3515.42,,
CREDIT,09/22/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.80,ACH_CREDIT,3544.49,,
DEBIT,09/21/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          09/20",-30.00,DEBIT_CARD,646.69,,
DEBIT,09/21/2023,"SALAD AND GO #1126 CHANDLER AZ               09/20",-12.34,DEBIT_CARD,676.69,,
DEBIT,09/21/2023,"SHELL OIL 57442011003 SUN LAKES AZ           09/20",-3.89,DEBIT_CARD,689.03,,
DEBIT,09/21/2023,"VITAL4MEN CHANDLER AZ                        09/19",-45.00,DEBIT_CARD,692.92,,
DEBIT,09/21/2023,"READYREFRESH/WATERSER 800-274-5282 CA        09/21",-37.56,DEBIT_CARD,737.92,,
CREDIT,09/21/2023,"eBay ComHJP6S3QK PAYMENTS   FAE6XMCS5QL1562 CCD ID: 1618206000",17.86,ACH_CREDIT,775.48,,
DEBIT,09/20/2023,"N.G.C.A TECHNOLO IAT PAYPAL 1029511661594   WEB ID: 770510487C",-59.99,ACH_DEBIT,757.62,,
DEBIT,09/20/2023,"BASHAS' #043 SUN LAKES AZ            719465  09/20",-26.82,DEBIT_CARD,817.61,,
DEBIT,09/20/2023,"ZAFAR PSYCHIATRY LLC CHANDLER AZ             09/18",-412.88,DEBIT_CARD,844.43,,
CREDIT,09/20/2023,"eBay ComYR76KCEZ PAYMENTS   HB7QQHRSQCROL63 CCD ID: 1618206000",19.93,ACH_CREDIT,1257.31,,
CREDIT,09/20/2023,"Online Transfer from SAV ...8306 transaction#: 18497296968",200.00,ACCT_XFER,1237.38,,
DEBIT,09/19/2023,"PAY* SONORA QUEST LA HTTPSWWW.CEDA NY        09/19",-13.58,DEBIT_CARD,1037.38,,
DEBIT,09/19/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         09/18",-25.00,DEBIT_CARD,1050.96,,
DEBIT,09/19/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        09/18",-56.21,DEBIT_CARD,1075.96,,
DEBIT,09/18/2023,"Amazon Prime*TX6HV4C Amzn.com/bill WA        09/18",-16.08,DEBIT_CARD,1132.17,,
DEBIT,09/18/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,1148.25,,
DEBIT,09/18/2023,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-37.72,ACH_DEBIT,1161.20,,
DEBIT,09/18/2023,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-64.06,ACH_DEBIT,1198.92,,
DEBIT,09/18/2023,"ATM WITHDRAWAL                       006804  09/179538 E RI",-660.00,ATM,1262.98,,
DEBIT,09/18/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           09/17",-75.55,DEBIT_CARD,1922.98,,
DEBIT,09/18/2023,"SP ANKERMAKE US HTTPSUS.ANKER WA             09/16",-58.44,DEBIT_CARD,1998.53,,
DEBIT,09/18/2023,"JOLIES PLACE CHANDLER AZ                     09/15",-93.18,DEBIT_CARD,2056.97,,
DEBIT,09/18/2023,"APPLE.COM/BILL 866-712-7753 CA               09/16",-31.23,DEBIT_CARD,2150.15,,
CREDIT,09/18/2023,"Online Transfer from SAV ...8306 transaction#: 18471044955",325.00,ACCT_XFER,2181.38,,
CREDIT,09/18/2023,"Online Transfer from SAV ...8306 transaction#: 18483629883",412.00,ACCT_XFER,1856.38,,
DEBIT,09/15/2023,"AUTODS LTD       IAT PAYPAL 1029422822469   WEB ID: 770510487C",-105.26,ACH_DEBIT,1444.38,,
DEBIT,09/15/2023,"BWW CHANDLER 247 678-514-4100 AZ             09/14",-73.56,DEBIT_CARD,1549.64,,
DEBIT,09/14/2023,"Nintendo CA1054246284 800-2553700 WA         09/14",-32.33,DEBIT_CARD,1623.20,,
DEBIT,09/14/2023,"APPLE.COM/BILL 866-712-7753 CA               09/13",-3.22,DEBIT_CARD,1655.53,,
DEBIT,09/13/2023,"IC* INSTACART 888-2467822 CA                 09/13",-91.22,DEBIT_CARD,1658.75,,
